"","PID","SCH_CODE","QU_AGREE1","QU_AGREE2","SEX","Q1A1","Q1A2","Q1A3","Q1A4","Q1A5","Q1A6","Q1A7","Q1A8","Q1A9","Q1A10","Q1A11","Q1A12","Q1A13","Q2A1","Q2A2","Q2A3","Q2A4","Q2A5","Q2A6","Q2A7","Q2A8","Q2A9","Q3A1","Q3A2","Q3A3","Q3A4","Q3A5","Q3A6","Q3A7","Q3A8","Q3A9","Q3A10","Q3A11","Q3A12","Q3A13","Q3A14","Q3A15","Q4A1","Q4A2","Q4A3","Q4A4","Q4A5","Q4A6","Q4A7","Q4A8","Q4A9","Q4A10","Q4A11","Q4A12","Q4A13","Q4A14","Q4A15","Q5","Q5_OTHERS","Q6","Q6_OTHERS","Q7A1","Q7A2","Q7A3","Q7A4","Q7A5","Q7A6","Q7A7","Q8A1","Q8A2","Q8A3","Q8A4","Q8A5","Q8A6","Q8A7","Q8A8","Q8A9","Q8A10","Q9A1","Q9A2","Q9A3","Q9A4","Q9A5","Q9A6","Q9A7","Q9A8","BQ1A1","BQ1A1_N","BQ1A2","BQ1A2_N","BQ1A3","BQ1A3_N","BQ1A4","BQ1A4_N","BQ1A5","BQ1A5_N","BQ1A6","BQ1A6_N","BQ1A7","BQ1A7_N","BQ1A8","BQ1A8_N","BQ1A9","BQ1A9_N","BQ1A10","BQ1A10_N","BQ1A11","BQ1A11_N","BQ1A11_OTHERS","BQ2","BQ2_1","BQ3A1","BQ3A2","BQ4","BQ5A1","BQ5A2","BQ5A3","DM1","DM2","DM3","DM4","DM5","DM6","obsn","wgt_a","wgt_b"
"2138",174121,1741,1,1,1,2,2,2,2,3,3,3,3,3,1,2,2,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,"                                                                                                                                                      ",2,"                                                                                                                                                      ",5,5,5,4,4,4,4,1,1,1,1,1,2,2,2,2,1,3,3,2,2,2,3,3,3,1,1,1,2,1,1,1,1,2,0,2,0,2,0,2,0,1,1,2,0,2,0,"                                                                                                    ",2,9,3,5,8,1,1,1,1,3,5,8,2,6,2138,371.903033170034,0.541299205529656
"2139",174122,1741,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"                                                                                                                                                      ",8,"                                                                                                                                                      ",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,0,1,1,1,1,1,1,2,0,2,0,2,0,2,0,2,0,2,0,2,0,"                                                                                                    ",2,9,3,3,6,1,1,1,1,3,5,8,2,6,2139,371.903033170034,0.541299205529656
"2140",174123,1741,1,1,1,3,3,3,3,3,3,3,5,5,3,3,3,3,5,5,5,5,5,5,5,5,5,4,4,5,5,3,5,3,3,4,3,2,2,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,9,"                                                                                                                                                      ",3,"                                                                                                                                                      ",5,5,5,5,5,5,5,1,1,1,3,1,1,1,4,1,1,5,1,2,2,5,2,3,3,2,0,2,0,1,1,2,0,2,0,1,1,2,0,2,0,2,0,2,0,2,0,"                                                                                                    ",2,9,2,1,5,1,1,1,1,3,5,8,2,6,2140,371.903033170034,0.541299205529656
"2141",174124,1741,1,1,1,1,2,1,1,1,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"                                                                                                                                                      ",9,"                                                                                                                                                      ",3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,0,2,0,1,1,2,0,1,1,1,1,2,0,"                                                                                                    ",2,9,5,4,8,1,1,1,1,3,5,8,2,6,2141,371.903033170034,0.541299205529656
"2142",174125,1741,1,1,1,2,2,1,4,1,5,1,2,1,1,1,1,1,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,"                                                                                                                                                      ",9,"                                                                                                                                                      ",9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,"                                                                                                    ",9,9,9,9,99,9,9,9,1,3,5,8,2,6,2142,371.903033170034,0.541299205529656
"2143",174126,1741,1,1,1,1,4,3,2,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,3,3,3,3,1,1,1,4,1,4,5,"모르겠다                                                                                                                                              ",8,"없다                                                                                                                                                  ",4,4,4,4,4,4,5,1,1,1,1,1,1,1,1,4,4,1,1,1,1,1,1,1,1,1,4,1,3,1,1,1,1,2,0,1,1,2,0,2,0,1,4,1,6,2,0,"                                                                                                    ",2,9,3,3,8,1,1,1,1,3,5,8,2,6,2143,371.903033170034,0.541299205529656
"2144",174127,1741,1,1,1,3,3,4,4,4,4,3,4,4,4,2,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2,4,1,4,1,1,3,4,4,1,1,1,1,"                                                                                                                                                      ",6,"                                                                                                                                                      ",4,4,4,4,4,4,4,4,4,3,4,4,4,4,3,4,4,4,3,3,3,4,3,3,3,2,0,1,2,1,1,1,1,1,2,2,0,2,0,2,0,1,4,1,5,2,0,"                                                                                                    ",2,9,1,1,5,1,1,1,1,3,5,8,2,6,2144,371.903033170034,0.541299205529656
"2145",174128,1741,1,1,1,2,2,2,4,3,4,2,4,3,2,2,2,2,3,2,3,4,4,4,2,2,2,2,2,2,4,3,4,2,2,2,2,2,2,3,4,4,4,4,4,2,4,3,4,4,4,4,4,2,2,4,2,1,"                                                                                                                                                      ",3,"                                                                                                                                                      ",4,4,4,3,3,4,4,2,2,2,2,2,2,2,4,4,2,2,2,2,3,2,2,2,2,2,0,1,2,1,1,1,1,1,1,2,0,1,1,2,0,1,2,1,5,2,0,"                                                                                                    ",2,9,3,3,7,1,1,1,1,3,5,8,2,6,2145,371.903033170034,0.541299205529656
"2146",174201,1742,1,1,1,9,4,3,5,4,5,4,3,5,3,3,3,4,4,4,3,4,3,3,3,3,3,4,4,2,5,3,5,2,3,3,4,3,5,3,3,5,4,4,2,2,9,2,4,1,1,4,4,3,2,1,2,1,"                                                                                                                                                      ",5,"                                                                                                                                                      ",4,4,4,4,4,4,4,2,2,2,4,2,2,1,3,4,1,1,3,1,3,3,3,3,3,2,0,2,0,1,1,1,1,2,0,2,0,2,0,1,1,2,0,2,0,2,0,"                                                                                                    ",2,9,1,1,5,1,1,1,1,3,5,9,2,6,2146,733.608408538596,1.06775587530705
"2147",174202,1742,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,2,3,3,3,3,3,3,3,3,4,"                                                                                                                                                      ",4,"                                                                                                                                                      ",3,3,3,3,3,3,3,2,2,2,3,2,2,2,2,2,2,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,2,0,2,0,2,0,1,1,1,1,1,1,2,0,"                                                                                                    ",2,9,3,3,8,3,1,2,1,3,5,9,2,6,2147,733.608408538596,1.06775587530705
"2148",174203,1742,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,"                                                                                                                                                      ",5,"                                                                                                                                                      ",4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,2,0,1,1,1,1,2,0,1,1,2,0,2,0,2,0,2,0,2,0,"                                                                                                    ",2,9,5,4,3,1,1,1,1,3,5,9,2,6,2148,733.608408538596,1.06775587530705
"2149",174204,1742,1,1,1,2,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,"                                                                                                                                                      ",7,"                                                                                                                                                      ",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,0,2,0,1,1,1,1,1,1,2,0,2,0,2,0,2,0,2,0,2,0,"                                                                                                    ",2,9,3,3,5,1,1,1,1,3,5,9,2,6,2149,733.608408538596,1.06775587530705
"2150",174205,1742,1,1,1,1,3,4,3,3,4,3,4,5,2,2,3,5,5,5,5,5,5,5,5,5,5,3,3,3,4,3,4,4,2,2,4,5,5,3,4,5,1,1,4,2,3,2,3,5,5,4,4,1,1,3,5,1,"                                                                                                                                                      ",6,"                                                                                                                                                      ",5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,2,0,1,1,1,1,1,1,2,0,2,0,2,0,2,0,2,0,2,0,"                                                                                                    ",2,9,3,3,6,1,1,1,1,3,5,9,2,6,2150,733.608408538596,1.06775587530705
"2151",174206,1742,1,1,1,2,4,4,4,4,4,3,5,4,1,1,5,3,3,4,4,4,4,3,4,4,4,4,3,3,4,3,4,3,4,4,4,4,2,3,4,5,1,4,2,3,4,2,1,2,2,3,3,1,4,1,2,1,"                                                                                                                                                      ",3,"                                                                                                                                                      ",4,4,4,4,4,4,5,3,2,2,4,3,3,4,4,3,3,4,4,4,3,4,3,4,4,1,2,1,1,1,1,1,1,1,1,2,0,2,0,2,0,1,1,1,1,2,0,"                                                                                                    ",2,9,5,4,5,1,1,1,1,3,5,9,2,6,2151,733.608408538596,1.06775587530705
"2152",174207,1742,1,1,1,4,4,4,3,4,5,3,3,4,1,1,1,3,4,4,4,4,4,4,4,4,4,4,4,3,5,5,5,3,3,3,4,5,3,1,3,3,1,1,1,1,2,3,1,1,1,1,3,1,1,1,2,1,"                                                                                                                                                      ",5,"                                                                                                                                                      ",3,3,3,3,3,3,3,1,1,1,1,1,1,1,3,3,1,1,1,1,1,1,1,1,1,2,0,2,0,1,1,1,1,2,0,2,0,1,1,2,0,2,0,2,0,2,0,"                                                                                                    ",2,9,2,3,5,1,1,1,1,3,5,9,2,6,2152,733.608408538596,1.06775587530705
"2153",174208,1742,1,1,1,2,1,2,3,2,5,1,1,1,2,2,2,5,3,3,3,3,3,3,3,3,9,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,"                                                                                                                                                      ",6,"                                                                                                                                                      ",5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,2,0,2,0,1,1,2,0,2,0,1,1,2,0,1,1,2,0,2,0,2,0,"                                                                                                    ",2,9,3,3,6,1,1,1,1,3,5,9,2,6,2153,733.608408538596,1.06775587530705
"2154",174209,1742,1,1,1,1,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,2,5,4,1,1,5,5,5,5,4,5,1,2,2,1,4,2,1,3,3,4,1,4,4,1,5,1,"                                                                                                                                                      ",6,"                                                                                                                                                      ",5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,3,1,2,2,0,1,1,1,3,1,3,2,0,"                                                                                                    ",2,9,3,6,7,1,1,1,1,3,5,9,2,6,2154,733.608408538596,1.06775587530705
"2155",174210,1742,1,1,1,3,3,3,3,3,5,3,3,3,3,3,3,3,3,3,3,3,5,3,3,3,3,2,2,2,3,2,5,3,3,2,2,2,2,2,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,3,"                                                                                                                                                      ",9,"                                                                                                                                                      ",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,2,0,2,0,1,1,1,1,2,0,2,0,2,0,1,1,1,2,1,4,2,0,"                                                                                                    ",2,9,3,3,8,1,1,1,1,3,5,9,2,6,2155,733.608408538596,1.06775587530705
"2156",174211,1742,1,1,1,3,2,2,2,3,1,2,2,4,2,2,2,2,3,3,3,3,2,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"                                                                                                                                                      ",6,"                                                                                                                                                      ",3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,4,1,3,3,3,3,3,3,3,3,1,1,1,2,1,1,1,1,2,0,2,0,1,1,1,1,1,1,1,1,2,0,"                                                                                                    ",2,9,4,4,5,1,1,1,1,3,5,9,2,6,2156,733.608408538596,1.06775587530705
"2157",174212,1742,1,1,1,2,2,2,2,2,3,2,4,4,2,1,2,2,4,3,2,2,2,2,2,1,1,3,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,"                                                                                                                                                      ",7,"                                                                                                                                                      ",3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,2,2,2,4,2,2,2,2,2,0,2,0,1,1,1,1,2,0,1,1,2,0,2,0,2,0,2,0,2,0,"                                                                                                    ",2,9,2,3,5,1,1,1,1,3,5,9,2,6,2157,733.608408538596,1.06775587530705
"2158",174213,1742,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,5,"                                                                                                                                                      ",8,"                                                                                                                                                      ",3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,2,0,1,1,2,0,2,0,1,1,1,3,2,0,"                                                                                                    ",2,9,5,5,10,1,1,1,1,3,5,9,2,6,2158,733.608408538596,1.06775587530705
"2159",174214,1742,1,1,1,3,4,4,4,2,5,2,4,4,1,2,2,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,"                                                                                                                                                      ",3,"                                                                                                                                                      ",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,0,1,1,1,1,1,1,1,1,2,0,2,0,2,0,2,0,2,0,2,0,"                                                                                                    ",2,9,3,3,6,1,1,1,1,3,5,9,2,6,2159,733.608408538596,1.06775587530705
"2160",174215,1742,1,1,1,5,1,2,2,2,1,2,4,2,2,2,2,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"                                                                                                                                                      ",6,"                                                                                                                                                      ",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,0,2,0,1,1,1,1,1,1,2,0,2,0,2,0,2,0,2,0,2,0,"                                                                                                    ",2,9,1,1,1,1,1,1,1,3,5,9,2,6,2160,733.608408538596,1.06775587530705
"2161",174216,1742,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,"                                                                                                                                                      ",7,"                                                                                                                                                      ",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,1,1,1,1,1,1,1,1,2,0,2,0,2,0,1,2,1,4,2,0,"                                                                                                    ",9,9,5,5,5,1,1,1,1,3,5,9,2,6,2161,733.608408538596,1.06775587530705
"2162",174217,1742,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,"                                                                                                                                                      ",3,"                                                                                                                                                      ",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,1,1,1,1,1,1,2,0,2,0,2,0,1,1,2,0,2,0,2,0,"                                                                                                    ",2,9,2,3,10,1,1,1,1,3,5,9,2,6,2162,733.608408538596,1.06775587530705
"2163",174218,1742,1,1,2,3,3,4,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,1,2,2,2,2,1,4,4,3,2,2,2,4,5,1,"                                                                                                                                                      ",3,"                                                                                                                                                      ",5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,1,4,1,1,4,1,1,1,1,1,2,0,2,0,2,0,2,0,2,0,2,0,2,0,1,1,2,0,2,0,1,999,"보육원아동 및 선생님                                                                                ",2,9,2,1,3,1,1,1,2,3,5,9,2,6,2163,915.008762678892,1.33178133038864
"2164",174219,1742,1,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,4,3,3,3,3,3,3,3,3,4,3,4,2,3,1,1,4,3,3,3,4,2,2,2,4,1,"                                                                                                                                                      ",4,"                                                                                                                                                      ",3,4,4,4,4,4,4,3,4,3,3,3,4,4,3,3,3,4,3,3,3,3,3,3,3,2,0,2,0,2,0,1,1,2,0,1,2,2,0,2,0,1,3,1,1,2,0,"                                                                                                    ",2,9,1,2,5,1,1,1,2,3,5,9,2,6,2164,915.008762678892,1.33178133038864
"2165",174601,1746,1,1,1,1,2,2,2,2,1,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,1,2,4,1,1,2,1,1,4,3,1,1,2,4,"                                                                                                                                                      ",2,"                                                                                                                                                      ",4,3,3,4,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,1,1,1,1,2,0,1,1,2,0,2,0,1,1,1,3,2,0,"                                                                                                    ",2,9,1,3,5,1,1,1,1,3,5,7,2,5,2165,689.993883357416,1.00427559758818
"2166",174602,1746,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"                                                                                                                                                      ",7,"                                                                                                                                                      ",3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,2,1,3,3,3,3,3,3,3,3,2,0,1,1,1,1,1,1,2,0,1,1,2,0,2,0,1,2,1,1,2,0,"                                                                                                    ",2,9,1,1,8,1,1,1,1,3,5,7,2,5,2166,689.993883357416,1.00427559758818
"2167",174603,1746,1,1,1,2,1,3,3,2,4,1,5,2,2,1,1,1,3,3,3,2,1,3,4,4,4,2,2,3,3,2,5,1,1,3,2,3,3,3,3,3,4,4,2,1,1,2,1,1,2,1,2,2,1,2,2,1,"                                                                                                                                                      ",3,"                                                                                                                                                      ",3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,2,0,2,0,1,1,1,1,2,0,2,0,1,2,2,0,2,0,2,0,2,0,"                                                                                                    ",2,9,3,3,5,1,1,1,1,3,5,7,2,5,2167,689.993883357416,1.00427559758818
"2168",174604,1746,1,1,1,4,3,3,4,4,1,2,4,4,4,3,3,3,4,5,5,3,4,3,2,4,3,3,2,2,2,3,3,3,3,1,3,3,3,3,3,3,1,1,1,1,3,2,1,1,3,2,1,1,1,1,2,1,"                                                                                                                                                      ",5,"                                                                                                                                                      ",4,1,2,3,3,5,3,2,2,2,2,2,3,4,3,3,3,1,1,1,2,1,1,1,1,2,0,2,0,1,1,1,1,2,0,2,0,2,0,2,0,2,0,2,0,2,0,"                                                                                                    ",2,9,3,1,4,1,1,1,1,3,5,7,2,5,2168,689.993883357416,1.00427559758818
"2169",174605,1746,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,5,5,5,5,2,2,2,3,3,2,2,3,2,2,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"                                                                                                                                                      ",8,"없음                                                                                                                                                  ",1,1,1,1,1,2,1,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,1,1,1,2,1,1,1,1,2,0,2,0,1,1,2,0,1,2,1,2,2,0,"                                                                                                    ",2,9,6,3,5,1,1,1,1,3,5,7,2,5,2169,689.993883357416,1.00427559758818
"2170",174606,1746,1,1,1,4,3,3,4,2,4,2,4,4,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,4,2,3,3,3,3,3,3,3,3,3,3,2,2,4,4,1,4,1,1,1,1,1,1,1,1,1,1,"                                                                                                                                                      ",7,"                                                                                                                                                      ",3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,4,3,4,3,4,3,4,4,2,0,2,0,1,1,1,1,2,0,2,0,2,0,1,1,2,0,2,0,2,0,"                                                                                                    ",2,9,1,1,7,1,1,1,1,3,5,7,2,5,2170,689.993883357416,1.00427559758818
"2171",174607,1746,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"                                                                                                                                                      ",6,"                                                                                                                                                      ",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,1,3,1,1,1,1,2,0,1,3,1,1,1,3,1,2,1,2,2,0,"                                                                                                    ",2,9,1,1,7,1,1,1,1,3,5,7,2,5,2171,689.993883357416,1.00427559758818
"2172",174608,1746,1,1,1,3,3,3,4,4,4,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,3,3,3,3,3,3,3,3,1,1,2,5,5,5,3,1,2,2,4,5,5,9,2,1,"                                                                                                                                                      ",3,"                                                                                                                                                      ",4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,0,2,0,1,1,1,1,2,0,2,0,2,0,2,0,2,0,2,0,2,0,"                                                                                                    ",2,9,5,4,6,1,1,1,1,3,5,7,2,5,2172,689.993883357416,1.00427559758818
"2173",174609,1746,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,"                                                                                                                                                      ",6,"                                                                                                                                                      ",5,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,0,2,0,1,1,1,1,2,0,1,1,2,0,2,0,2,0,2,0,2,0,"                                                                                                    ",2,9,3,6,6,1,1,1,1,3,5,7,2,5,2173,689.993883357416,1.00427559758818
"2174",174610,1746,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,2,4,1,1,1,1,1,1,1,1,1,2,1,"                                                                                                                                                      ",8,"범죄청소년                                                                                                                                            ",4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,2,0,1,1,1,1,2,0,1,1,2,0,2,0,2,0,2,0,2,0,"                                                                                                    ",2,9,1,1,10,1,1,1,1,3,5,7,2,5,2174,689.993883357416,1.00427559758818
"2175",174611,1746,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"                                                                                                                                                      ",5,"                                                                                                                                                      ",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,2,0,2,0,1,1,1,1,1,1,2,0,2,0,2,0,2,0,2,0,2,0,"                                                                                                    ",2,9,5,5,8,1,1,1,1,3,5,7,2,5,2175,689.993883357416,1.00427559758818
"2176",174612,1746,1,1,1,1,5,4,5,5,5,4,5,4,1,1,3,2,4,4,5,5,4,3,5,5,5,2,2,5,2,1,5,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,3,3,5,5,1,4,4,2,5,2,"                                                                                                                                                      ",5,"                                                                                                                                                      ",1,5,5,2,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,0,2,0,2,0,2,0,1,3,1,4,2,0,"                                                                                                    ",2,9,5,5,6,1,1,1,1,3,5,7,2,5,2176,689.993883357416,1.00427559758818
"2177",174613,1746,1,1,1,3,3,3,3,2,2,3,4,3,3,3,3,3,3,3,3,3,3,4,4,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"                                                                                                                                                      ",7,"                                                                                                                                                      ",4,4,4,4,5,5,5,2,2,2,2,3,3,1,3,3,3,2,2,2,3,3,3,2,2,2,0,1,1,1,1,1,1,1,2,2,0,2,0,2,0,1,2,1,6,2,0,"                                                                                                    ",2,9,1,1,6,1,1,1,1,3,5,7,2,5,2177,689.993883357416,1.00427559758818
"2178",174614,1746,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,2,2,2,2,2,2,2,2,1,2,1,2,2,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,"                                                                                                                                                      ",7,"                                                                                                                                                      ",4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,2,0,1,1,1,1,2,0,1,1,2,0,2,0,2,0,2,0,2,0,"                                                                                                    ",2,9,5,3,8,1,1,1,1,3,5,7,2,5,2178,689.993883357416,1.00427559758818
"2179",174615,1746,1,1,1,1,3,3,1,3,5,3,5,3,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,1,3,5,3,3,3,3,3,3,3,3,3,4,2,2,1,2,2,4,2,2,2,2,2,4,2,2,1,"                                                                                                                                                      ",4,"                                                                                                                                                      ",3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,1,1,1,2,1,1,1,1,2,0,1,1,2,0,2,0,1,1,1,3,2,0,"                                                                                                    ",2,9,3,3,6,1,1,1,1,3,5,7,2,5,2179,689.993883357416,1.00427559758818
"2180",174616,1746,1,1,1,1,3,2,1,3,5,1,5,4,1,1,1,1,1,3,1,5,2,4,3,4,1,3,3,4,5,2,5,2,1,4,4,1,5,4,1,5,4,2,3,4,1,5,1,1,2,3,3,4,5,4,5,4,"                                                                                                                                                      ",6,"                                                                                                                                                      ",4,5,5,4,5,5,5,9,9,9,9,9,9,9,9,9,9,3,4,4,4,1,2,3,1,2,0,2,0,1,1,1,1,2,0,2,0,2,0,1,1,2,0,2,0,2,0,"                                                                                                    ",2,9,3,5,10,1,1,1,1,3,5,7,2,5,2180,689.993883357416,1.00427559758818
